-4000,9.979456,-5410.868	0,-0.9929619,0,0.118434	run	0,0,0	0,0,0	False	False
-4000,9.979891,-5411.053	0,-0.9954912,0,0.09485412	run	0,0,0	0,0,0	False	False
-4000,9.979979,-5411.238	0,-0.9971126,0,0.07593811	run	0,0,0	0,0,0	False	False
-4000,9.979996,-5411.423	0,-0.9981513,0,0.06077858	run	0,0,0	0,0,0	False	False
-4000,9.98,-5411.608	0,-0.9988165,0,0.04863726	run	0,0,0	0,0,0	False	False
-4000,9.98,-5411.793	0,-0.9992425,0,0.03891718	run	0,0,0	0,0,0	False	False
-4000,9.98,-5411.978	0,-0.9995151,0,0.03113753	run	0,0,0	0,0,0	False	False
-4000,9.98,-5412.163	0,-0.9996897,0,0.02491197	run	0,0,0	0,0,0	False	False
-4000,9.98,-5412.348	0,-0.9998014,0,0.01993057	run	0,0,0	0,0,0	False	False
-4000,9.98,-5412.533	0,-0.9998729,0,0.01594497	run	0,0,0	0,0,0	False	False
-4000,9.98,-5412.718	0,-0.9999186,0,0.01275625	run	0,0,0	0,0,0	False	False
-4000,9.98,-5412.903	0,-0.999948,0,0.01020514	run	0,0,0	0,0,0	False	False
-4000,9.98,-5413.088	0,-0.9999667,0,0.008164188	run	0,0,0	0,0,0	False	False
-4000,9.98,-5413.273	0,-0.9999787,0,0.006531394	run	0,0,0	0,0,0	False	False
-4000,9.98,-5413.458	0,-0.9999864,0,0.005225142	run	0,0,0	0,0,0	False	False
-4000,9.98,-5413.644	0,-0.9999913,0,0.004180131	run	0,0,0	0,0,0	False	False
-4000,9.98,-5413.829	0,-0.9999944,0,0.003344119	run	0,0,0	0,0,0	False	False
-4000,9.98,-5414.014	0,-0.9999964,0,0.002675306	run	0,0,0	0,0,0	False	False
-4000,9.98,-5414.199	0,-0.9999977,0,0.002140255	run	0,0,0	0,0,0	False	False
-4000,9.98,-5414.384	0,-0.9999986,0,0.001712213	run	0,0,0	0,0,0	False	False
-4000,9.98,-5414.569	0,-0.9999991,0,0.00136978	run	0,0,0	0,0,0	False	False
-4000,9.98,-5414.754	0,-0.9999994,0,0.001095833	run	0,0,0	0,0,0	False	False
-4000,9.98,-5414.939	0,-0.9999996,0,0.0008766749	run	0,0,0	0,0,0	False	False
-4000,9.98,-5415.124	0,-0.9999998,0,0.0007013487	run	0,0,0	0,0,0	False	False
-4000,9.98,-5415.309	0,-0.9999999,0,0.0005610878	run	0,0,0	0,0,0	False	False
-4000,9.98,-5415.494	0,-0.9999999,0,0.000448879	jump	0,0,0	0,0,0	False	False
-4000,9.98,-5415.679	0,-0.9999999,0,0.000359112	jump	0,0,0	0,0,0	False	False
-4000,9.98,-5415.864	0,-1,0,0.0002872984	jump	0,0,0	0,0,0	False	False
-4000,9.98,-5416.049	0,-1,0,0.0002298474	jump	0,0,0	0,0,0	False	False
-4000,9.98,-5416.234	0,-1,0,0.0001838867	jump	0,0,0	0,0,0	False	False
-4000,9.98,-5416.419	0,-1,0,0.0001471181	jump	0,0,0	0,0,0	False	False
-4000,10.132,-5416.609	0,-1,0,0.0001177032	jump	0,0,0	0,0,0	False	False
-4000,10.436,-5416.799	0,-1,0,9.417132E-05	air_rise	0,0,0	0,0,0	False	False
-4000,10.732,-5416.989	0,-1,0,8.287601E-05	air_rise	0,0,0	0,0,0	False	False
-4000,11.02,-5417.179	0,-1,0,7.293613E-05	air_rise	0,0,0	0,0,0	False	False
-4000,11.3,-5417.369	0,-1,0,6.418904E-05	air_rise	0,0,0	0,0,0	False	False
-4000,11.572,-5417.559	0,-1,0,5.64916E-05	air_rise	0,0,0	0,0,0	False	False
-4000,11.836,-5417.749	0,-1,0,4.971786E-05	air_rise	0,0,0	0,0,0	False	False
-4000,12.092,-5417.939	0,-1,0,4.375696E-05	air_rise	0,0,0	0,0,0	False	False
-4000,12.34,-5418.129	0,-1,0,3.851137E-05	air_rise	0,0,0	0,0,0	False	False
-4000,12.58,-5418.319	0,-1,0,3.389525E-05	air_rise	0,0,0	0,0,0	False	False
-4000,12.812,-5418.509	0,-1,0,2.983306E-05	air_rise	0,0,0	0,0,0	False	False
-4000,13.036,-5418.699	0,-1,0,2.625834E-05	air_rise	0,0,0	0,0,0	False	False
-4000,13.252,-5418.889	0,-1,0,2.311259E-05	air_rise	0,0,0	0,0,0	False	False
-4000,13.46,-5419.079	0,-1,0,2.034432E-05	wallrun	0,0,0	0,0,0	False	False
-4000,13.66,-5419.269	0,-1,0,1.790825E-05	wallrun	0,0,0	0,0,0	False	False
-4000,13.842,-5419.269	0,-1,0,1.57645E-05	wallrun	0,0,0	0,0,0	False	False
-4000,14.024,-5419.269	0,-1,0,1.387801E-05	wallrun	0,0,0	0,0,0	False	False
-4000,14.206,-5419.269	0,-1,0,1.221789E-05	wallrun	0,0,0	0,0,0	False	False
-4000,14.388,-5419.269	0,-1,0,1.075699E-05	wallrun	0,0,0	0,0,0	False	False
-4000,14.57,-5419.269	0,-1,0,9.471398E-06	wallrun	0,0,0	0,0,0	False	False
-4000,14.752,-5419.269	0,-1,0,8.340076E-06	wallrun	0,0,0	0,0,0	False	False
-4000,14.934,-5419.269	0,-1,0,7.344512E-06	wallrun	0,0,0	0,0,0	False	False
-4000,15.116,-5419.269	0,-1,0,6.468415E-06	wallrun	0,0,0	0,0,0	False	False
-4000,15.298,-5419.269	0,-1,0,5.697451E-06	wallrun	0,0,0	0,0,0	False	False
-4000,15.48,-5419.269	0,-1,0,5.019002E-06	wallrun	0,0,0	0,0,0	False	False
-4000,15.662,-5419.269	0,-1,0,4.421967E-06	dodge	0,0,0	0,0,0	False	False
-4000,15.844,-5418.952	0,-1,0,3.896576E-06	dodge	0,0,0	0,0,0	True	False
-4000,16.018,-5418.635	0,-1,0,3.434232E-06	dodge	0,0,0	0,0,0	True	False
-4000,16.184,-5418.318	0,0.03707957,0,-0.9993123	dash	0,0,0	0,0,0	False	True
-4000.059,16.342,-5417.204	0,0.03707957,0,-0.9993123	air2	0,0,0	0,0,0	True	False
-4000.12,16.492,-5416.077	0,0.03707957,0,-0.9993123	air2	0,0,0	0,0,0	True	False
-4000.181,16.634,-5414.939	0,0.03734119,0,-0.9993026	air2	0,0,0	0,0,0	True	False
-4000.243,16.768,-5413.789	0,0.03757143,0,-0.999294	air2	0,0,0	0,0,0	True	False
-4000.306,16.894,-5412.626	0,0.03777403,0,-0.9992863	air2	0,0,0	0,0,0	True	False
-4000.37,17.012,-5411.452	0,0.03795232,0,-0.9992796	air2	0,0,0	0,0,0	True	False
