-4006.105,9.98,-5409.744	0,-0.6321174,0,0.7748727	jump	0,0,0	0,0,0	False	False
-4006.291,9.98,-5409.744	0,-0.6476448,0,0.7619424	jump	0,0,0	0,0,0	False	False
-4006.481,10.132,-5409.744	0,-0.6598826,0,0.7513687	jump	0,0,0	0,0,0	False	False
-4006.671,10.436,-5409.744	0,-0.6695519,0,0.7427653	air_rise	0,0,0	0,0,0	False	False
-4006.861,10.732,-5409.744	0,-0.674154,0,0.7385909	air_rise	0,0,0	0,0,0	False	False
-4007.051,11.02,-5409.744	0,-0.6781827,0,0.7348934	air_rise	0,0,0	0,0,0	False	False
-4007.24,11.3,-5409.744	0,-0.6817115,0,0.7316211	air_rise	0,0,0	0,0,0	False	False
-4007.43,11.572,-5409.744	0,-0.684804,0,0.7287274	air_rise	0,0,0	0,0,0	False	False
-4007.62,11.836,-5409.744	0,-0.6875153,0,0.7261699	air_rise	0,0,0	0,0,0	False	False
-4007.81,12.092,-5409.744	0,-0.6898935,0,0.7239109	air_rise	0,0,0	0,0,0	False	False
-4008,12.34,-5409.744	0,-0.6919802,0,0.7219165	air_rise	0,0,0	0,0,0	False	False
-4008.19,12.58,-5409.744	0,-0.6938118,0,0.7201564	air_rise	0,0,0	0,0,0	False	False
-4008.38,12.812,-5409.744	0,-0.6954199,0,0.7186036	air_rise	0,0,0	0,0,0	False	False
-4008.57,13.036,-5409.744	0,-0.6968322,0,0.7172342	air_rise	0,0,0	0,0,0	False	False
-4008.76,13.252,-5409.744	0,-0.6980728,0,0.7160268	air_rise	0,0,0	0,0,0	True	False
-4008.962,13.46,-5409.744	0,-0.6991628,0,0.7149625	air_rise	0,0,0	0,0,0	True	False
-4009.176,13.66,-5409.744	0,-0.7001207,0,0.7140245	air_rise	0,0,0	0,0,0	True	False
-4009.402,13.852,-5409.744	0,-0.7009627,0,0.713198	air_rise	0,0,0	0,0,0	True	False
-4009.64,14.036,-5409.744	0,-0.7017027,0,0.7124699	air_rise	0,0,0	0,0,0	True	False
-4009.89,14.212,-5409.744	0,-0.7023534,0,0.7118285	air_rise	0,0,0	0,0,0	True	False
-4010.152,14.38,-5409.744	0,-0.7029254,0,0.7112635	air_rise	0,0,0	0,0,0	True	False
-4010.426,14.54,-5409.744	0,-0.7034286,0,0.7107661	air_rise	0,0,0	0,0,0	True	False
-4010.712,14.692,-5409.744	0,-0.7038709,0,0.7103279	air_rise	0,0,0	0,0,0	True	False
-4011.01,14.836,-5409.744	0,-0.70426,0,0.7099422	air_rise	0,0,0	0,0,0	True	False
-4011.32,14.972,-5409.744	0,-0.7046022,0,0.7096025	air_rise	0,0,0	0,0,0	True	False
-4011.639,15.1,-5409.752	0,-0.7049032,0,0.7093036	air_rise	0,0,0	0,0,0	True	False
-4011.966,15.22,-5409.77	0,-0.7372242,0,0.6756482	air_rise	0,0,0	0,0,0	True	False
-4012.301,15.332,-5409.795	0,-0.7645094,0,0.6446126	air_rise	0,0,0	0,0,0	True	False
-4012.636,15.436,-5409.833	0,-0.7875526,0,0.6162475	air_rise	0,0,0	0,0,0	True	False
-4012.972,15.532,-5409.882	0,-0.8319242,0,0.5548893	air_rise	0,0,0	0,0,0	True	False
-4013.307,15.62,-5409.943	0,-0.8676319,0,0.4972072	air_rise	0,0,0	0,0,0	True	False
-4013.643,15.7,-5410.017	0,-0.896131,0,0.4437896	air_rise	0,0,0	0,0,0	True	False
-4013.978,15.772,-5410.102	0,-0.9187284,0,0.3948903	air_rise	0,0,0	0,0,0	True	False
