13.22216,5.220083,-574.8548	0,0.2736102,0,-0.9618407	air_rise	0,0,0	0,0,0	False	False
13.06219,5.332083,-574.5963	0,0.2736017,0,-0.9618431	air_rise	0,0,0	0,0,0	False	False
12.90222,5.436084,-574.3378	0,0.2735942,0,-0.9618453	air_rise	0,0,0	0,0,0	False	False
12.74225,5.532084,-574.0793	0,0.2735876,0,-0.9618471	air_rise	0,0,0	0,0,0	False	False
12.58228,5.620085,-573.8209	0,0.2735818,0,-0.9618488	air_rise	0,0,0	0,0,0	False	False
12.42231,5.700086,-573.5624	0,0.2735767,0,-0.9618502	air_rise	0,0,0	0,0,0	False	False
12.26234,5.772086,-573.3039	0,0.2735722,0,-0.9618515	air_rise	0,0,0	0,0,0	False	False
12.10237,5.836087,-573.0454	0,0.2735682,0,-0.9618526	air_rise	0,0,0	0,0,0	False	False
11.9424,5.892087,-572.7869	0,0.2735648,0,-0.9618536	air_rise	0,0,0	0,0,0	False	False
11.78243,5.940088,-572.5284	0,0.2735617,0,-0.9618545	air_rise	0,0,0	0,0,0	False	False
11.62246,5.980089,-572.27	0,0.273559,0,-0.9618553	air_rise	0,0,0	0,0,0	False	False
11.46249,6.012089,-572.0115	0,0.2735566,0,-0.9618559	air_rise	0,0,0	0,0,0	False	False
11.30252,6.03609,-571.753	0,0.4010073,0,-0.9160749	air_rise	0,0,0	0,0,0	False	False
11.14256,6.052091,-571.4945	0,0.5180025,0,-0.8553791	air_rise	0,0,0	0,0,0	False	False
10.98259,6.060091,-571.236	0,0.6215973,0,-0.783337	air_rise	0,0,0	0,0,0	False	False
10.82262,6.060092,-570.9775	0,0.710272,0,-0.7039274	air_rise	0,0,0	0,0,0	False	False
10.66265,6.052093,-570.7191	0,0.7838234,0,-0.6209839	air_fall	0,0,0	0,0,0	False	False
10.50268,6.036094,-570.4606	0,0.8430687,0,-0.5378059	air_fall	0,0,0	0,0,0	False	False
10.34271,6.012094,-570.2021	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	True
10.60371,5.980095,-570.6238	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
10.85549,5.941227,-571.0307	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
11.09859,5.895699,-571.4235	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
11.33579,5.843274,-571.8068	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
11.5649,5.78464,-572.1771	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
11.78605,5.72004,-572.5344	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
11.99946,5.649704,-572.8793	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
12.20793,5.572994,-573.2161	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
12.40589,5.492151,-573.536	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
12.59703,5.406094,-573.8449	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
12.78141,5.315082,-574.1429	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
12.95944,5.219202,-574.4306	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
13.13126,5.11867,-574.7083	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
13.29905,5.01249,-574.9794	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
13.46101,4.902003,-575.2411	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
13.61732,4.787373,-575.4937	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
13.76813,4.668774,-575.7374	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
13.91368,4.546313,-575.9727	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
14.05418,4.420096,-576.1997	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
14.19468,4.28588,-576.4268	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
14.33518,4.143663,-576.6538	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
14.47569,3.993447,-576.8809	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
14.61619,3.83523,-577.1079	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
14.75173,3.674602,-577.327	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
14.8826,3.511514,-577.5385	0,-0.9618608,0,-0.2735395	dash	0,0,0	0,0,0	False	False
